tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	Fit 1	3	196.6	-30.6	1.8	1	4	0	nd3-17a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd3-17	pmagpy-3.16.0: demag_gui	nd3-17a
This study	Fit 1	1.9	196.4	-32.4	1.7	1	4	0	nd3-18a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd3-18	pmagpy-3.16.0: demag_gui	nd3-18a
This study									nd4-19a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd4-19		nd4-19a
This study	Fit 1	0.5	184.7	-24.4	0.4	1	5	0	nd4-20a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd4-20	pmagpy-3.16.0: demag_gui	nd4-20a
This study	Fit 1	0.3	181.3	-22.1	0.2	1	4	0	nd4-21a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd4-21	pmagpy-3.16.0: demag_gui	nd4-21a
This study	Fit 1	0.6	186.5	-30	0.1	1	4	0	nd4-22a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd4-22	pmagpy-3.16.0: demag_gui	nd4-22a
This study	Fit 1	0.8	186.7	-32.6	0.6	1	4	0	nd4-23a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd4-23	pmagpy-3.16.0: demag_gui	nd4-23a
This study									nd4-24a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd4-24		nd4-24a
This study	Fit 1	0.9	192.0	-28.2	0.8	1	7	0	nd5-25a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd5-25	pmagpy-3.16.0: demag_gui	nd5-25a
This study	Fit 1	1.2	197.4	-26.2	1.3	1	4	0	nd5-26a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd5-26	pmagpy-3.16.0: demag_gui	nd5-26a
This study									nd5-27a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd5-27		nd5-27a
This study									nd5-28a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd5-28		nd5-28a
This study									nd5-29a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd5-29		nd5-29a
This study									nd5-30a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd5-30		nd5-30a
This study	Fit 1	0.7	186.0	-37.4	1.2	1	9	0	nd6-31a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd6-31	pmagpy-3.16.0: demag_gui	nd6-31a
This study	Fit 1	1.3	191.3	-34.7	0.8	1	9	0	nd6-32a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd6-32	pmagpy-3.16.0: demag_gui	nd6-32a
This study	Fit 1	1.5	196.7	-32.8	0.9	1	5	0	nd6-33a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd6-33	pmagpy-3.16.0: demag_gui	nd6-33a
This study	Fit 1	1	192.8	-33	1.3	1	5	0	nd6-34a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd6-34	pmagpy-3.16.0: demag_gui	nd6-34a
This study	Fit 1	0.2	196.5	-35.7	0.9	1	5	0	nd6-35a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd6-35	pmagpy-3.16.0: demag_gui	nd6-35a
This study	Fit 1	1	188.7	-36.1	1.1	1	5	0	nd6-36a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd6-36	pmagpy-3.16.0: demag_gui	nd6-36a
This study	Fit 1	0.3	187.7	-40.3	1.4	1	5	0	nd6-37a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd6-37	pmagpy-3.16.0: demag_gui	nd6-37a
This study	Fit 1	0.7	186.2	-36.6	1	1	8	0	nd7-38a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd7-38	pmagpy-3.16.0: demag_gui	nd7-38a
This study	Fit 1	0.7	190.9	-34.6	1.2	1	4	0	nd7-39a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd7-39	pmagpy-3.16.0: demag_gui	nd7-39a
This study	Fit 1	1.1	184.8	-35.5	0.8	1	4	0	nd7-40a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd7-40	pmagpy-3.16.0: demag_gui	nd7-40a
This study	Fit 1	1.6	179.5	-37.3	0.3	1	4	0	nd7-41a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd7-41	pmagpy-3.16.0: demag_gui	nd7-41a
This study	Fit 1	1	186.1	-37.3	0.9	1	4	0	nd7-42a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd7-42	pmagpy-3.16.0: demag_gui	nd7-42a
This study	Fit 1	1.5	178.7	-34.3	1.1	1	4	0	nd7-43a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd7-43	pmagpy-3.16.0: demag_gui	nd7-43a
This study	Fit 1	0.4	190.4	-33.3	0.6	1	10	0	nd8-44a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd8-44	pmagpy-3.16.0: demag_gui	nd8-44a
This study	Fit 1	0.4	185.8	-46.9	0.4	1	5	0	nd8-45	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd8-4	pmagpy-3.16.0: demag_gui	nd8-45
This study	Fit 1	0.3	175.9	-41.5	0.5	1	5	0	nd8-46a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd8-46	pmagpy-3.16.0: demag_gui	nd8-46a
This study	Fit 1	0.1	176.4	-40.6	0.4	1	5	0	nd8-47a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd8-47	pmagpy-3.16.0: demag_gui	nd8-47a
This study	Fit 1	0.3	177.1	-38.2	0.5	1	5	0	nd8-48a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd8-48	pmagpy-3.16.0: demag_gui	nd8-48a
This study									nd8-49a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd8-49		nd8-49a
This study	Fit 1	0.7	180.0	-34.9	1.8	1	10	0	nd9-50	Extrusive	Lava Flow		u	Basaltic Lava	0.11	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd9-5	pmagpy-3.16.0: demag_gui	nd9-50
This study	Fit 1	0.5	181.3	-35.1	1.1	1	4	0	nd9-51b	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd9-51	pmagpy-3.16.0: demag_gui	nd9-51b
This study									nd9-52a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd9-52		nd9-52a
This study	Fit 1	1.2	187.9	-34.6	0.3	1	4	0	nd9-53a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd9-53	pmagpy-3.16.0: demag_gui	nd9-53a
This study	Fit 1	1.9	195.7	-34.1	1.8	1	4	0	nd9-54	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd9-5	pmagpy-3.16.0: demag_gui	nd9-54
This study									nd9-54a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	nd9-54		nd9-54a
This study	Fit 1	0.7	177.0	-37.3	1.3	1	4	0	nd9-55	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	nd9-5	pmagpy-3.16.0: demag_gui	nd9-55
This study	Fit 1	0.2	167.6	-30	0.7	1	8	0	ne1-1a	Extrusive	Lava Flow		u	Basaltic Lava	0.09	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne1-1	pmagpy-3.16.0: demag_gui	ne1-1a
This study	Fit 1	0.3	170.2	-33	0.5	1	4	0	ne1-2a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne1-2	pmagpy-3.16.0: demag_gui	ne1-2a
This study									ne1-4a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ne1-4		ne1-4a
This study									ne1-5a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ne1-5		ne1-5a
This study									ne1-6a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ne1-6		ne1-6a
This study	Fit 1	0.6	164.4	-30.3	0.8	1	4	0	ne2-10a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne2-10	pmagpy-3.16.0: demag_gui	ne2-10a
This study	Fit 1	0.8	164.4	-32.4	1.2	1	4	0	ne2-11a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne2-11	pmagpy-3.16.0: demag_gui	ne2-11a
This study									ne2-12a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ne2-12		ne2-12a
This study	Fit 1	1	168.8	-30.9	1.2	1	9	0	ne2-7a	Extrusive	Lava Flow		u	Basaltic Lava	0.09	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne2-7	pmagpy-3.16.0: demag_gui	ne2-7a
This study	Fit 1	0.4	162.9	-27.5	0.9	1	4	0	ne2-8a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne2-8	pmagpy-3.16.0: demag_gui	ne2-8a
This study	Fit 1	0.6	160.1	-31.2	1.2	1	4	0	ne2-9a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne2-9	pmagpy-3.16.0: demag_gui	ne2-9a
This study	Fit 1	1.6	160.3	-34.1	1.7	1	8	0	ne3-13a	Extrusive	Lava Flow		u	Basaltic Lava	0.09	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne3-13	pmagpy-3.16.0: demag_gui	ne3-13a
This study	Fit 1	1.3	161.1	-31.9	1.9	1	4	0	ne3-14a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne3-14	pmagpy-3.16.0: demag_gui	ne3-14a
This study	Fit 1	1.2	159.6	-32.7	2.7	1	4	0	ne3-15a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne3-15	pmagpy-3.16.0: demag_gui	ne3-15a
This study									ne3-16b	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ne3-16		ne3-16b
This study									ne3-17a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ne3-17		ne3-17a
This study									ne3-18a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ne3-18		ne3-18a
This study	Fit 1	0.7	151.8	-26.7	1	1	8	0	ne4-19a	Extrusive	Lava Flow		u	Basaltic Lava	0.09	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne4-19	pmagpy-3.16.0: demag_gui	ne4-19a
This study	Fit 1	0.2	164.0	-32.9	1.8	1	7	0	ne4-20a	Extrusive	Lava Flow		u	Basaltic Lava	0.14	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne4-20	pmagpy-3.16.0: demag_gui	ne4-20a
This study	Fit 1	0.5	172.2	-32	0.7	1	4	0	ne4-21a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne4-21	pmagpy-3.16.0: demag_gui	ne4-21a
This study	Fit 1	0.9	161.2	-34.8	0.6	1	4	0	ne4-22a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne4-22	pmagpy-3.16.0: demag_gui	ne4-22a
This study	Fit 1	0.2	167.0	-28	1.7	1	4	0	ne4-23a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne4-23	pmagpy-3.16.0: demag_gui	ne4-23a
This study									ne4-24a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ne4-24		ne4-24a
This study	Fit 1	0.3	167.9	-62.7	0.6	1	8	0	ne5-25a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne5-25	pmagpy-3.16.0: demag_gui	ne5-25a
This study	Fit 1	1	163.1	-59.8	0.9	1	4	0	ne5-26a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne5-26	pmagpy-3.16.0: demag_gui	ne5-26a
This study	Fit 1	1.2	174.5	-58.4	0.4	1	4	0	ne5-27a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne5-27	pmagpy-3.16.0: demag_gui	ne5-27a
This study	Fit 1	0.4	168.5	-53.8	1.8	1	4	0	ne5-28a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne5-28	pmagpy-3.16.0: demag_gui	ne5-28a
This study	Fit 1	0.4	165.7	-54.4	2.1	1	4	0	ne5-29a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne5-29	pmagpy-3.16.0: demag_gui	ne5-29a
This study	Fit 1	0.2	170.3	-56.2	2.1	1	4	0	ne5-30a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne5-30	pmagpy-3.16.0: demag_gui	ne5-30a
This study	Fit 1	0.4	178.0	-58	0.5	1	8	0	ne6-31a	Extrusive	Lava Flow		u	Basaltic Lava	0.09	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne6-31	pmagpy-3.16.0: demag_gui	ne6-31a
This study	Fit 1	0.3	173.9	-50.9	0.5	1	4	0	ne6-32a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne6-32	pmagpy-3.16.0: demag_gui	ne6-32a
This study	Fit 1	0.6	177.6	-55.7	0.5	1	4	0	ne6-33a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne6-33	pmagpy-3.16.0: demag_gui	ne6-33a
This study	Fit 1	0.2	173.7	-56	0.2	1	4	0	ne6-34a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne6-34	pmagpy-3.16.0: demag_gui	ne6-34a
This study	Fit 1	0.3	173.7	-59.1	0.2	1	4	0	ne6-35a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne6-35	pmagpy-3.16.0: demag_gui	ne6-35a
This study	Fit 1	0.5	173.6	-58.6	0.4	1	4	0	ne6-36a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne6-36	pmagpy-3.16.0: demag_gui	ne6-36a
This study	Fit 1	0.3	195.1	-53.6	0.8	1	7	0	ne7-37a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne7-37	pmagpy-3.16.0: demag_gui	ne7-37a
This study	Fit 1	0.8	183.2	-54.2	0.5	1	4	0	ne7-38a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne7-38	pmagpy-3.16.0: demag_gui	ne7-38a
This study	Fit 1	0.4	192.2	-56.2	0.2	1	4	0	ne7-39a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne7-39	pmagpy-3.16.0: demag_gui	ne7-39a
This study	Fit 1	0.3	196.4	-55.6	0.6	1	4	0	ne7-40a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne7-40	pmagpy-3.16.0: demag_gui	ne7-40a
This study	Fit 1	1	191.2	-56.1	0.5	1	4	0	ne7-41a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne7-41	pmagpy-3.16.0: demag_gui	ne7-41a
This study	Fit 1	0.4	189.9	-53.6	0.7	1	4	0	ne7-42a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne7-42	pmagpy-3.16.0: demag_gui	ne7-42a
This study	Fit 1	0.6	186.4	-55.8	0.3	1	4	0	ne7-43a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ne7-43	pmagpy-3.16.0: demag_gui	ne7-43a
This study	Fit 1	1	168.4	-52.8	0.8	1	8	0	ns1-1a	Extrusive	Lava Flow		u	Basaltic Lava	0.09	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns1-1	pmagpy-3.16.0: demag_gui	ns1-1a
This study	Fit 1	1.3	164.1	-53.5	0.7	1	4	0	ns1-2a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns1-2	pmagpy-3.16.0: demag_gui	ns1-2a
This study	Fit 1	0.3	165.9	-54.9	0.5	1	4	0	ns1-3a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns1-3	pmagpy-3.16.0: demag_gui	ns1-3a
This study	Fit 1	1.2	176.9	-49.5	1.6	1	4	0	ns1-4a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns1-4	pmagpy-3.16.0: demag_gui	ns1-4a
This study	Fit 1	1.1	170.2	-54.7	0.5	1	4	0	ns1-5a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns1-5	pmagpy-3.16.0: demag_gui	ns1-5a
This study	Fit 1	0.3	169.8	-52.7	0.7	1	4	0	ns1-6a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns1-6	pmagpy-3.16.0: demag_gui	ns1-6a
This study									ns2-10a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ns2-10		ns2-10a
This study									ns2-11a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ns2-11		ns2-11a
This study	Fit 1	2.4	179.3	-55.5	1	1	4	0	ns2-12a	Extrusive	Lava Flow		u	Basaltic Lava	0.04	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns2-12	pmagpy-3.16.0: demag_gui	ns2-12a
This study									ns2-7a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ns2-7		ns2-7a
This study	Fit 1	0.5	177.3	-51.6	3.1	1	4	0	ns2-8a	Extrusive	Lava Flow		u	Basaltic Lava	0.06	0.015	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns2-8	pmagpy-3.16.0: demag_gui	ns2-8a
This study									ns2-9a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ns2-9		ns2-9a
This study	Fit 1	0.5	164.0	-32.9	1.5	1	7	0	ns3-13a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns3-13	pmagpy-3.16.0: demag_gui	ns3-13a
This study	Fit 1	0.4	162.8	-31.2	1.2	1	4	0	ns3-14a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns3-14	pmagpy-3.16.0: demag_gui	ns3-14a
This study	Fit 1	0.4	158.5	-34.7	0.2	1	4	0	ns3-15a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns3-15	pmagpy-3.16.0: demag_gui	ns3-15a
This study	Fit 1	1.2	161.7	-36.1	0.3	1	4	0	ns3-16a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns3-16	pmagpy-3.16.0: demag_gui	ns3-16a
This study	Fit 1	0.4	163.5	-33.9	1	1	4	0	ns3-17a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns3-17	pmagpy-3.16.0: demag_gui	ns3-17a
This study	Fit 1	1.1	163.9	-34.3	1.3	1	4	0	ns3-18a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns3-18	pmagpy-3.16.0: demag_gui	ns3-18a
This study	Fit 1	0.6	164.5	-26.4	1.5	1	8	0	ns4-19a	Extrusive	Lava Flow		u	Basaltic Lava	0.09	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns4-19	pmagpy-3.16.0: demag_gui	ns4-19a
This study	Fit 1	0.1	162.7	-29.3	0.3	1	4	0	ns4-20a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns4-20	pmagpy-3.16.0: demag_gui	ns4-20a
This study	Fit 1	0.8	169.9	-22.6	0.3	1	4	0	ns4-21a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns4-21	pmagpy-3.16.0: demag_gui	ns4-21a
This study	Fit 1	1.3	163.1	-28	1	1	4	0	ns4-22a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns4-22	pmagpy-3.16.0: demag_gui	ns4-22a
This study	Fit 1	0.5	166.3	-29.4	0.5	1	4	0	ns4-23a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns4-23	pmagpy-3.16.0: demag_gui	ns4-23a
This study	Fit 1	0.5	167.6	-28	0.4	1	4	0	ns4-24a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns4-24	pmagpy-3.16.0: demag_gui	ns4-24a
This study	Fit 1	0.9	156.1	-25.9	1.6	1	11	0	ns5-25a	Extrusive	Lava Flow		u	Basaltic Lava	0.11	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns5-25	pmagpy-3.16.0: demag_gui	ns5-25a
This study	Fit 1	1.5	167.4	-24.1	0.8	1	4	0	ns5-26a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns5-26	pmagpy-3.16.0: demag_gui	ns5-26a
This study	Fit 1	0.5	171.5	-24.3	1.1	1	4	0	ns5-27a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns5-27	pmagpy-3.16.0: demag_gui	ns5-27a
This study	Fit 1	0.6	164.5	-24.3	0.4	1	4	0	ns5-28a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns5-28	pmagpy-3.16.0: demag_gui	ns5-28a
This study	Fit 1	0.5	171.1	-20.8	0.8	1	4	0	ns5-29a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns5-29	pmagpy-3.16.0: demag_gui	ns5-29a
This study	Fit 1	0.7	169.8	-21.6	1.3	1	4	0	ns5-30a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns5-30	pmagpy-3.16.0: demag_gui	ns5-30a
This study	Fit 1	5	167.7	-28.4	3	1	5	0	ns6-31a	Extrusive	Lava Flow		u	Basaltic Lava	0.08	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns6-31	pmagpy-3.16.0: demag_gui	ns6-31a
This study									ns6-32a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ns6-32		ns6-32a
This study	Fit 1	3.2	160.2	-32.3	4.6	1	5	0	ns6-34a	Extrusive	Lava Flow		u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	ns6-34	pmagpy-3.16.0: demag_gui	ns6-34a
This study									ns6-35a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ns6-35		ns6-35a
This study									ns6-36a	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	ns6-36		ns6-36a
