tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
This study	Fit 1	0.1	353.0	56.8	2.5	1	9	0	GH25D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH25D	pmagpy-3.16.0: demag_gui	GH25D1
This study	Fit 1	0.9	327.9	48.1	1.9	1	5	0	GH25E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH25E	pmagpy-3.16.0: demag_gui	GH25E1
This study	Fit 1	0.7	329.5	54.6	1	1	11	0	GH25E2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH25E	pmagpy-3.16.0: demag_gui	GH25E2
This study	Fit 1	0.8	272.4	51.4	0.5	1	5	0	GH25F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH25F	pmagpy-3.16.0: demag_gui	GH25F2
This study	Fit 1	0.7	3.1	52.7	1	1	12	0	GH25I2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH25I	pmagpy-3.16.0: demag_gui	GH25I2
This study									GH26A1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH26A		GH26A1
This study	Fit 1	1.9	218.0	-57.9	1.9	1	10	0	GH26B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH26B	pmagpy-3.16.0: demag_gui	GH26B1
This study	Fit 1	0.9	219.1	-58.1	1.4	1	10	0	GH26C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	573	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH26C	pmagpy-3.16.0: demag_gui	GH26C1
This study	Fit 1	1.8	199.1	-66.1	1.1	1	9	0	GH26D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH26D	pmagpy-3.16.0: demag_gui	GH26D1
This study	Fit 1	1.3	229.7	-59.1	0.8	1	12	0	GH26E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH26E	pmagpy-3.16.0: demag_gui	GH26E1
This study	Fit 1	1.3	221.5	-57.2	1.3	1	7	0	GH26F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH26F	pmagpy-3.16.0: demag_gui	GH26F1
This study	Fit 1	2	221.4	-51	4.2	1	6	0	GH26G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.035	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH26G	pmagpy-3.16.0: demag_gui	GH26G1
This study	Fit 1	1.1	219.8	-56	1.3	1	6	0	GH26H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.035	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH26H	pmagpy-3.16.0: demag_gui	GH26H1
This study	Fit 1	1.2	215.9	-60.9	1.3	1	9	0	GH26I1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH26I	pmagpy-3.16.0: demag_gui	GH26I1
This study	Fit 1	0.7	191.2	-61.2	1.9	1	9	0	GH26J1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH26J	pmagpy-3.16.0: demag_gui	GH26J1
This study	Fit 1	1.9	191.8	-65.7	1.4	1	9	0	GH26K1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH26K	pmagpy-3.16.0: demag_gui	GH26K1
This study	Fit 1	1.8	341.8	51.1	2.1	1	10	0	GH27A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH27A	pmagpy-3.16.0: demag_gui	GH27A1
This study	Fit 1	2.6	354.7	52	1.3	1	7	0	GH27B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	713	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH27B	pmagpy-3.16.0: demag_gui	GH27B1
This study	Fit 1	0.5	0.4	48.7	0.5	1	9	0	GH27B2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH27B	pmagpy-3.16.0: demag_gui	GH27B2
This study	Fit 1	2.1	0.5	39.4	3.7	1	6	0	GH27C2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.035	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH27C	pmagpy-3.16.0: demag_gui	GH27C2
This study	Fit 1	1.2	352.1	50.5	3	1	5	0	GH27D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.05	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH27D	pmagpy-3.16.0: demag_gui	GH27D1
This study	Fit 1	1.4	353.5	49.3	1	1	6	0	GH27F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.035	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH27F	pmagpy-3.16.0: demag_gui	GH27F1
This study	Fit 1	0.9	7.1	42.2	0.7	1	7	0	GH27G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.11	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH27G	pmagpy-3.16.0: demag_gui	GH27G1
This study	Fit 1	1	357.3	40.5	1.9	1	9	0	GH27H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH27H	pmagpy-3.16.0: demag_gui	GH27H1
This study	Fit 1	0.5	5.7	41	0.6	1	10	0	GH28A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH28A	pmagpy-3.16.0: demag_gui	GH28A1
This study	Fit 1	0.7	4.7	40.8	0.8	1	12	0	GH28C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH28C	pmagpy-3.16.0: demag_gui	GH28C1
This study	Fit 1	0.7	4.9	42.2	0.8	1	12	0	GH28E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH28E	pmagpy-3.16.0: demag_gui	GH28E1
This study	Fit 1	0.9	4.8	45.9	0.9	1	12	0	GH28F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH28F	pmagpy-3.16.0: demag_gui	GH28F1
This study	Fit 1	0.9	357.5	47.5	0.9	1	8	0	GH28G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH28G	pmagpy-3.16.0: demag_gui	GH28G1
This study	Fit 1	1	1.4	46.9	1.3	1	12	0	GH28H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH28H	pmagpy-3.16.0: demag_gui	GH28H1
This study									GH28I1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH28I		GH28I1
This study	Fit 1	0.3	9.8	48	0.6	1	11	0	GH30A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH30A	pmagpy-3.16.0: demag_gui	GH30A1
This study	Fit 1	0.5	9.0	45.8	0.4	1	5	0	GH30B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH30B	pmagpy-3.16.0: demag_gui	GH30B1
This study	Fit 1	0.3	1.7	50.5	0.7	1	6	0	GH30C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH30C	pmagpy-3.16.0: demag_gui	GH30C1
This study	Fit 1	0.9	2.4	54.5	1.3	1	5	0	GH30D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH30D	pmagpy-3.16.0: demag_gui	GH30D1
This study	Fit 1	0.2	6.4	51.1	1.4	1	5	0	GH30E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH30E	pmagpy-3.16.0: demag_gui	GH30E1
This study	Fit 1	1	1.8	56.7	0.8	1	6	0	GH30F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH30F	pmagpy-3.16.0: demag_gui	GH30F1
This study	Fit 1	0.7	0.2	49.6	0.7	1	5	0	GH30G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH30G	pmagpy-3.16.0: demag_gui	GH30G1
This study	Fit 1	0.9	0.1	50	0.8	1	6	0	GH30H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH30H	pmagpy-3.16.0: demag_gui	GH30H1
This study	Fit 1	0.3	356.2	46.6	1.7	1	10	0	GH31A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH31A	pmagpy-3.16.0: demag_gui	GH31A1
This study	Fit 1	3.3	0.3	47.4	4.5	1	9	0	GH31B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH31B	pmagpy-3.16.0: demag_gui	GH31B1
This study	Fit 1	0.7	352.3	41.5	0.7	1	9	0	GH31C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH31C	pmagpy-3.16.0: demag_gui	GH31C1
This study	Fit 1	0.9	348.0	37.1	1.3	1	9	0	GH31D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH31D	pmagpy-3.16.0: demag_gui	GH31D1
This study	Fit 1	0.8	350.3	41.2	0.9	1	5	0	GH31E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH31E	pmagpy-3.16.0: demag_gui	GH31E1
This study	Fit 1	0.1	349.3	44.2	0.4	1	6	0	GH31F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH31F	pmagpy-3.16.0: demag_gui	GH31F1
This study	Fit 1	2.7	349.6	43.7	2.6	1	5	0	GH31H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH31H	pmagpy-3.16.0: demag_gui	GH31H1
This study	Fit 1	0.4	356.2	42.1	0.4	1	6	0	GH31I1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH31I	pmagpy-3.16.0: demag_gui	GH31I1
This study	Fit 1	1.4	358.5	45.6	1.9	1	12	0	GH32A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH32A	pmagpy-3.16.0: demag_gui	GH32A1
This study									GH32B1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH32B		GH32B1
This study	Fit 1	2	264.6	42.4	2.6	1	6	0	GH32C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH32C	pmagpy-3.16.0: demag_gui	GH32C1
This study	Fit 1	2.4	284.9	34.5	3.4	1	12	0	GH32C2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH32C	pmagpy-3.16.0: demag_gui	GH32C2
This study	Fit 1	1.2	352.5	46.3	3	1	10	0	GH32D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH32D	pmagpy-3.16.0: demag_gui	GH32D1
This study	Fit 1	3.1	324.1	63.8	4.7	1	12	0	GH32E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	473	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH32E	pmagpy-3.16.0: demag_gui	GH32E1
This study	Fit 1	3.8	359.1	44.9	2.6	1	9	0	GH32E2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH32E	pmagpy-3.16.0: demag_gui	GH32E2
This study	Fit 1	1.2	2.2	44.5	1.4	1	10	0	GH32F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH32F	pmagpy-3.16.0: demag_gui	GH32F1
This study	Fit 1	1	356.1	55.5	0.7	1	6	0	GH32G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	753	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH32G	pmagpy-3.16.0: demag_gui	GH32G1
This study	Fit 1	3.8	354.6	42	3	1	10	0	GH32H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH32H	pmagpy-3.16.0: demag_gui	GH32H1
This study	Fit 1	6.4	1.8	56.9	1.5	1	3	0	GH33A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.05	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH33A	pmagpy-3.16.0: demag_gui	GH33A1
This study	Fit 1	3.8	349.4	59.2	3	1	4	0	GH33B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	813	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH33B	pmagpy-3.16.0: demag_gui	GH33B1
This study	Fit 1	1.7	3.3	58.1	1.7	1	9	0	GH33C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH33C	pmagpy-3.16.0: demag_gui	GH33C1
This study	Fit 1	2.4	351.5	62.6	1.6	1	3	0	GH33C2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	833	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH33C	pmagpy-3.16.0: demag_gui	GH33C2
This study	Fit 1	2.3	16.2	60.9	2.2	1	7	0	GH33D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	713	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH33D	pmagpy-3.16.0: demag_gui	GH33D1
This study	Fit 1	0.9	4.6	68.8	0.6	1	10	0	GH33E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH33E	pmagpy-3.16.0: demag_gui	GH33E1
This study	Fit 1	1.1	13.9	54.7	0.7	1	5	0	GH33H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH33H	pmagpy-3.16.0: demag_gui	GH33H1
This study	Fit 1	0.4	22.8	56.1	0.6	1	6	0	GH33I1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH33I	pmagpy-3.16.0: demag_gui	GH33I1
This study									GH33I2	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH33I		GH33I2
This study	Fit 1	0.2	19.1	57.5	0.9	1	6	0	GH33J1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH33J	pmagpy-3.16.0: demag_gui	GH33J1
This study	Fit 1	0.7	18.1	59.5	2.2	1	10	0	GH34A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.03	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH34A	pmagpy-3.16.0: demag_gui	GH34A1
This study	Fit 1	0.3	18.8	59.6	0.4	1	6	0	GH34B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH34B	pmagpy-3.16.0: demag_gui	GH34B1
This study	Fit 1	3.1	14.7	56.1	0.8	1	5	0	GH34C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH34C	pmagpy-3.16.0: demag_gui	GH34C1
This study	Fit 1	1.5	22.4	60	1	1	5	0	GH34D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH34D	pmagpy-3.16.0: demag_gui	GH34D1
This study									GH34E1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH34E		GH34E1
This study	Fit 1	0.7	22.8	58.1	0.4	1	6	0	GH34F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH34F	pmagpy-3.16.0: demag_gui	GH34F1
This study	Fit 1	0.6	18.9	61.4	0.7	1	6	0	GH34G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH34G	pmagpy-3.16.0: demag_gui	GH34G1
This study	Fit 1	0.1	12.8	63.3	0.7	1	5	0	GH34H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH34H	pmagpy-3.16.0: demag_gui	GH34H1
This study	Fit 1	0.9	0.6	58.2	0.6	1	11	0	GH35A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH35A	pmagpy-3.16.0: demag_gui	GH35A1
This study	Fit 1	0.4	359.6	59.9	0.1	1	5	0	GH35B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH35B	pmagpy-3.16.0: demag_gui	GH35B1
This study	Fit 1	0.8	9.1	66.4	0.7	1	6	0	GH35C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH35C	pmagpy-3.16.0: demag_gui	GH35C1
This study	Fit 1	0.4	7.5	63.5	0.4	1	5	0	GH35E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH35E	pmagpy-3.16.0: demag_gui	GH35E1
This study	Fit 1	0.6	3.5	62.3	0.5	1	6	0	GH35F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH35F	pmagpy-3.16.0: demag_gui	GH35F1
This study	Fit 1	0.6	359.5	63.1	0.6	1	6	0	GH35G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH35G	pmagpy-3.16.0: demag_gui	GH35G1
This study	Fit 1	0.3	0.2	63.1	0.4	1	5	0	GH35H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH35H	pmagpy-3.16.0: demag_gui	GH35H1
This study	Fit 1	1	358.2	60.6	1.3	1	5	0	GH35H2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH35H	pmagpy-3.16.0: demag_gui	GH35H2
This study									GH36A1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH36A		GH36A1
This study									GH36B1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH36B		GH36B1
This study									GH36C1	Extrusive	Lava Flow			Basaltic Lava				LP-DIR	g	GH36C		GH36C1
This study	Fit 1	11	321.5	31.6	2.2	1	5	0	GH36D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH36D	pmagpy-3.16.0: demag_gui	GH36D1
This study	Fit 1	1.6	309.3	20	1.3	1	6	0	GH36E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH36E	pmagpy-3.16.0: demag_gui	GH36E1
This study	Fit 1	2.4	322.9	25.3	2.7	1	6	0	GH36E2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	753	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH36E	pmagpy-3.16.0: demag_gui	GH36E2
This study	Fit 1	1.8	318.7	17.5	2.5	1	4	0	GH36F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH36F	pmagpy-3.16.0: demag_gui	GH36F1
This study	Fit 1	0.9	340.2	21.5	1.6	1	11	0	GH36G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	523	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH36G	pmagpy-3.16.0: demag_gui	GH36G1
This study	Fit 1	3.4	358.0	50.1	0.3	1	5	0	GH36H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH36H	pmagpy-3.16.0: demag_gui	GH36H1
This study	Fit 1	1.3	356.5	40.1	1.1	1	12	0	GH37A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.01	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH37A	pmagpy-3.16.0: demag_gui	GH37A1
This study	Fit 1	0.8	348.5	43.6	0.5	1	5	0	GH37B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH37B	pmagpy-3.16.0: demag_gui	GH37B1
This study	Fit 1	0.3	351.5	40.5	0.5	1	6	0	GH37C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH37C	pmagpy-3.16.0: demag_gui	GH37C1
This study	Fit 1	1	347.8	44.9	0.4	1	6	0	GH37D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH37D	pmagpy-3.16.0: demag_gui	GH37D1
This study	Fit 1	0.5	347.2	40.8	1.2	1	5	0	GH37E1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH37E	pmagpy-3.16.0: demag_gui	GH37E1
This study	Fit 1	0.8	348.4	38.1	0.3	1	5	0	GH37F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH37F	pmagpy-3.16.0: demag_gui	GH37F1
This study	Fit 1	2.3	350.6	40.6	2.6	1	5	0	GH37G1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	783	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH37G	pmagpy-3.16.0: demag_gui	GH37G1
This study	Fit 1	1.1	352.3	37.4	0.6	1	5	0	GH37H1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.04	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH37H	pmagpy-3.16.0: demag_gui	GH37H1
This study	Fit 1	0.6	12.9	47.6	1.1	1	6	0	GH38A1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH38A	pmagpy-3.16.0: demag_gui	GH38A1
This study	Fit 1	1	11.6	47.5	1.2	1	11	0	GH38B1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH38B	pmagpy-3.16.0: demag_gui	GH38B1
This study	Fit 1	1	8.1	45.5	1.5	1	6	0	GH38C1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.12	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH38C	pmagpy-3.16.0: demag_gui	GH38C1
This study	Fit 1	1	3.6	47.5	1.8	1	8	0	GH38D1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	673	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH38D	pmagpy-3.16.0: demag_gui	GH38D1
This study	Fit 1	1.9	6.9	43.1	2	1	9	0	GH38F1	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	873	623	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GH38F	pmagpy-3.16.0: demag_gui	GH38F1
This study	Fit 1	0.5	10.6	46.9	1	1	5	0	GH38F2	Extrusive	Lava Flow	HUJI-2G	u	Basaltic Lava	0.1	0.02	T	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g	GH38F	pmagpy-3.16.0: demag_gui	GH38F2
